cluster,state,date_announced,date_last_onset,category,status
KLUSTER BERINGIN,"2,7,8",2020-11-27,2021-04-02,workplace,ended
KLUSTER TEMPASUK,12,2020-11-28,2020-12-05,workplace,ended
KLUSTER UD SS2,10,2020-11-28,2020-12-08,workplace,ended
KLUSTER PTS SIBUGA,12,2020-11-28,2020-12-12,detentionCentre,ended
KLUSTER TAPAK BINA AWAN BARU,"10,14",2020-11-28,2020-12-13,workplace,ended
KLUSTER DERMAGA,12,2020-11-28,2020-12-17,workplace,ended
KLUSTER TAPAK BINA JESSELTON,12,2020-11-28,2020-12-19,workplace,ended
KLUSTER TAPAK BINA SUNGAI MULIA,14,2020-11-29,2020-12-01,workplace,ended
KLUSTER BATU LIMA,12,2020-11-29,2020-12-04,workplace,ended
KLUSTER HILIR,3,2020-11-29,2020-12-09,highRisk,ended
KLUSTER SERI LANANG,10,2020-11-29,2021-01-02,workplace,ended
KLUSTER YAYASAN,10,2020-11-29,2021-02-10,highRisk,ended
KLUSTER BATU SEMBILAN,10,2020-11-30,2020-12-06,highRisk,ended
KLUSTER NIBONG,1,2020-11-30,2020-12-17,workplace,ended
KLUSTER JALAN LAPAN,"10,14",2020-11-30,2020-12-23,workplace,ended
KLUSTER VIEW KOLOMBONG,12,2020-12-01,2020-12-11,workplace,ended
KLUSTER TALANG-TALANG,12,2020-12-01,2020-12-11,workplace,ended
KLUSTER SERI WANGSA,14,2020-12-02,2020-12-04,workplace,ended
KLUSTER BALOI,1,2020-12-02,2020-12-11,education,ended
KLUSTER JERNAI,14,2020-12-02,2020-12-14,community,ended
KLUSTER IMPIAN,10,2020-12-02,2020-12-18,highRisk,ended
KLUSTER DESA PINANG,"10,14",2020-12-02,2020-12-28,workplace,ended
KLUSTER MONSOON,10,2020-12-03,2020-12-06,community,ended
KLUSTER JALAN KILANG,12,2020-12-03,2020-12-11,workplace,ended
KLUSTER JALAN KUBOTA,12,2020-12-03,2020-12-12,highRisk,ended
KLUSTER PERDANA ENAM,12,2020-12-03,2020-12-23,workplace,ended
KLUSTER HUJUNG PASIR,15,2020-12-03,2021-01-29,workplace,ended
KLUSTER BUKIT DALAM,14,2020-12-04,2020-12-03,community,ended
KLUSTER SUNGAI CINCIN,"1,8,10",2020-12-04,2020-12-05,community,ended
KLUSTER CEMPAKA,"1,4",2020-12-04,2020-12-09,highRisk,ended
KLUSTER TAPAK BINA GALERI,"10,14",2020-12-04,2020-12-10,workplace,ended
KLUSTER ATABARA,6,2020-12-04,2020-12-14,community,ended
KLUSTER HUMA,3,2020-12-04,2020-12-16,education,ended
KLUSTER JALAN GENTING,"6,14",2020-12-04,2021-01-12,workplace,ended
KLUSTER TAPAK BINA MUDA,"5,8,10,14,16",2020-12-04,2021-03-05,workplace,ended
KLUSTER BATU TIGA,12,2020-12-05,2020-12-12,workplace,ended
KLUSTER TAPAK BINA BULATAN,"10,14",2020-12-05,2020-12-18,workplace,ended
KLUSTER ANDALAS,10,2020-12-05,2020-12-19,highRisk,ended
KLUSTER JALAN DOMIS,12,2020-12-05,2020-12-22,community,ended
KLUSTER PULAU BERHALA,12,2020-12-06,2021-01-02,community,ended
KLUSTER JALAN TAMPOI,"1,11",2020-12-06,2021-01-02,workplace,ended
KLUSTER CERAM,"5,6,10",2020-12-06,2021-02-04,workplace,ended
KLUSTER MALAWATI,10,2020-12-07,2020-12-18,workplace,ended
KLUSTER JALAN RUSA,14,2020-12-07,2020-12-25,community,ended
KLUSTER TAPAK BINA AWAN LEMBAH,"10,14",2020-12-07,2021-01-05,workplace,ended
KLUSTER TAPAK BINA DARUL,"5,10,14",2020-12-08,2020-12-23,workplace,ended
KLUSTER SERULING,"4,5,8,10,16",2020-12-08,2021-02-26,workplace,ended
KLUSTER BANDAR IMPIAN,"1,3,8",2020-12-09,2020-12-12,community,ended
KLUSTER JALAN KEMANG,5,2020-12-09,2020-12-13,workplace,ended
KLUSTER TAPAK BINA IKON BINTANG,"10,14",2020-12-09,2020-12-29,workplace,ended
KLUSTER KUPI-KUPI,12,2020-12-09,2020-12-30,workplace,ended
KLUSTER TAPAK BINA JALAN BUKIT,"5,10",2020-12-10,2020-12-14,workplace,ended
KLUSTER TAPAK BINA CONDONG,14,2020-12-10,2020-12-15,workplace,ended
KLUSTER JALAN DALAM,1,2020-12-10,2020-12-17,workplace,ended
KLUSTER TENUN MERAH,1,2020-12-10,2021-01-05,workplace,ended
KLUSTER TAPAK BINA JALAN STADIUM,"2,10,14",2020-12-10,2021-02-21,workplace,ended
KLUSTER ERIMA,10,2020-12-11,2020-12-11,workplace,ended
KLUSTER JALAN COLLEGE,"5,10",2020-12-11,2020-12-23,education,ended
KLUSTER SUNGAI KELUANG,7,2020-12-11,2020-12-29,workplace,ended
KLUSTER TAPAK BINA JALAN BERANGAN,14,2020-12-11,2020-12-29,workplace,ended
KLUSTER LANGKASUKA,1,2020-12-11,2021-01-09,workplace,ended
KLUSTER SUNGAI PUTUS,10,2020-12-11,2021-03-30,workplace,ended
KLUSTER BUKIT GEMOK,12,2020-12-12,2020-12-11,workplace,ended
KLUSTER TAPAK BINA CENDANA,"5,14",2020-12-12,2020-12-24,workplace,ended
KLUSTER DANG MUTIARA,"5,10",2020-12-12,2021-01-19,workplace,ended
KLUSTER KUALA,6,2020-12-13,2020-12-18,workplace,ended
KLUSTER TAPAK BINA RIMBUN,5,2020-12-13,2020-12-24,workplace,ended
KLUSTER DESA IDAMAN,1,2020-12-13,2020-12-29,religious,ended
KLUSTER LESTARI,"5,10,14,16",2020-12-13,2021-02-08,highRisk,ended
KLUSTER TANJUNG SURIA,"3,10",2020-12-13,2021-04-14,workplace,ended
KLUSTER SENU SETIA,14,2020-12-14,2020-12-14,workplace,ended
KLUSTER SOLAR RIA,"5,10,14,16",2020-12-14,2021-03-23,workplace,ended
KLUSTER SERI TASIK,8,2020-12-16,2020-12-15,community,ended
KLUSTER INTEN,6,2020-12-16,2020-12-21,community,ended
KLUSTER BUKIT PUNAI,12,2020-12-16,2020-12-25,workplace,ended
KLUSTER CAHAYA MAHSURI,1,2020-12-16,2020-12-27,religious,ended
KLUSTER TAPAK BINA PERMAI,"10,14",2020-12-16,2021-01-13,workplace,ended
KLUSTER TAPAK BINA LAUT,14,2020-12-16,2021-01-15,workplace,ended
KLUSTER TAPAK BINA MATAHARI,14,2020-12-16,2021-01-15,workplace,ended
KLUSTER PUNCAK GALAKSI,10,2020-12-16,2021-01-19,workplace,ended
KLUSTER TAPAK BINA PASIFIK,14,2020-12-17,2020-12-24,workplace,ended
KLUSTER MARINGKAN,12,2020-12-17,2021-01-03,community,ended
KLUSTER UTAMA RINI,1,2020-12-18,2020-12-18,education,ended
KLUSTER TAPAK BINA JALAN TENGAH,14,2020-12-18,2020-12-21,workplace,ended
KLUSTER SUGUD,12,2020-12-18,2021-01-05,community,ended
KLUSTER PERSIARAN HEIGHTS,"5,8,14",2020-12-18,2021-01-09,workplace,ended
KLUSTER TEMBOK GAJAH,1,2020-12-18,2021-01-16,detentionCentre,ended
KLUSTER TAPAK BINA LEBUH,"5,10",2020-12-18,2021-02-18,workplace,ended
KLUSTER KERIS RESIDENCE,12,2020-12-19,2020-12-26,workplace,ended
KLUSTER LONG PANJI,3,2020-12-19,2020-12-27,community,ended
KLUSTER BRUMAS,12,2020-12-19,2021-01-04,workplace,ended
KLUSTER JALAN TIMAH,1,2020-12-19,2021-01-15,workplace,ended
KLUSTER TAPAK BINA JALAN ZUHRAH,"10,14",2020-12-19,2021-01-19,workplace,ended
KLUSTER ESTATE MAJU,12,2020-12-20,2020-12-25,workplace,ended
KLUSTER TAPAK BINA METROPOLIS,14,2020-12-20,2020-12-31,workplace,ended
KLUSTER BATU 39,1,2020-12-20,2021-01-14,workplace,ended
KLUSTER DELIMA,"10,14",2020-12-21,2020-12-22,education,ended
KLUSTER TOWER,"6,10,14",2020-12-21,2020-12-25,workplace,ended
KLUSTER PEKAPURI,"10,14",2020-12-21,2020-12-27,workplace,ended
KLUSTER MAY INDAH,"2,7",2020-12-21,2020-12-27,workplace,ended
KLUSTER BATU BESAR,10,2020-12-21,2020-12-30,workplace,ended
KLUSTER WAWASAN,"10,14,16",2020-12-21,2021-01-09,workplace,ended
KLUSTER J BANDAR,15,2020-12-21,2021-01-20,workplace,ended
KLUSTER TAPAK BINA PELANGI,14,2020-12-21,2021-01-26,workplace,ended
KLUSTER BUKIT NAGA,10,2020-12-22,2020-12-31,workplace,ended
KLUSTER TAPAK BINA RESIDEN,14,2020-12-22,2020-12-31,workplace,ended
KLUSTER TAPAK BINA SINAR VIEW,14,2020-12-22,2020-12-31,workplace,ended
KLUSTER TAPAK BINA KASIH,"10,14",2020-12-22,2020-12-31,workplace,ended
KLUSTER PAGINATAN,12,2020-12-22,2021-01-02,community,ended
KLUSTER RAPAT,8,2020-12-22,2021-01-08,workplace,ended
KLUSTER TAMPOI JAYA,1,2020-12-22,2021-01-18,workplace,ended
KLUSTER KOBENA,1,2020-12-23,2020-12-08,community,ended
KLUSTER SAGA TENGAH,12,2020-12-23,2020-12-27,community,ended
KLUSTER HALA MUTIARA,8,2020-12-23,2020-12-29,detentionCentre,ended
KLUSTER KOLAM AIR,2,2020-12-23,2021-01-02,detentionCentre,ended
KLUSTER MENARA WANG,"6,10,14",2020-12-23,2021-01-03,workplace,ended
KLUSTER TAPAK BINA JALAN PANAH,14,2020-12-23,2021-02-11,workplace,ended
KLUSTER TAPAK BINA JALAN TUN,14,2020-12-24,2020-12-23,workplace,ended
KLUSTER JALAN PANDAN,"10,14",2020-12-24,2020-12-27,workplace,ended
KLUSTER SUNGAI BURONG,"5,10",2020-12-24,2021-01-19,community,ended
KLUSTER KEBUN BARU,"5,10,14,16",2020-12-24,2021-04-06,workplace,ended
KLUSTER CASSIA DIAMOND,"7,10",2020-12-25,2020-12-25,community,ended
KLUSTER TAPAK BINA KIARA,"10,14",2020-12-25,2021-01-04,workplace,ended
KLUSTER POMPOD,12,2020-12-25,2021-01-10,detentionCentre,ended
KLUSTER TAPAK BINA PERKASA,14,2020-12-25,2021-01-16,workplace,ended
KLUSTER SEMAMBU,6,2020-12-26,2020-12-26,workplace,ended
KLUSTER LIS PUTIH,7,2020-12-26,2020-12-27,community,ended
KLUSTER TAPAK BINA JALAN SENG,14,2020-12-26,2020-12-27,workplace,ended
KLUSTER TEMBOK,"2,8",2020-12-26,2021-01-03,detentionCentre,ended
KLUSTER SENTOSA RESIDENSI,"2,7",2020-12-26,2021-01-03,highRisk,ended
KLUSTER SERAGAM CHEPA,3,2020-12-26,2021-01-15,community,ended
KLUSTER PAGAR BENTONG,6,2020-12-26,2021-01-15,detentionCentre,ended
KLUSTER SUNGAI REDAN,"1,4",2020-12-26,2021-01-17,community,ended
KLUSTER PAGAR SIPUT,1,2020-12-26,2021-01-17,detentionCentre,ended
KLUSTER HALBAN,"3,5,7,10,11",2020-12-26,2021-01-21,education,ended
KLUSTER PLASTIK SUBANG,10,2020-12-26,2021-02-21,workplace,ended
KLUSTER JALAN ASAM,10,2020-12-26,2021-04-08,workplace,ended
KLUSTER JALAN SEDCO,12,2020-12-27,2021-01-08,workplace,ended
KLUSTER PUTRA 15,"5,16",2020-12-28,2020-12-30,workplace,ended
KLUSTER TAPAK BINA JALAN GADANG,14,2020-12-28,2020-12-31,workplace,ended
KLUSTER PINTU GENG,3,2020-12-28,2021-01-09,community,ended
KLUSTER BUKIT PASIR,"1,2",2020-12-28,2021-02-03,workplace,ended
KLUSTER MENARA SRI,"8,14",2020-12-28,2021-02-27,workplace,ended
KLUSTER TEGULI,12,2020-12-29,2020-12-28,highRisk,ended
KLUSTER INTEGRA IKON,14,2020-12-29,2020-12-31,workplace,ended
KLUSTER RAMBAI,"4,5,10",2020-12-29,2021-01-08,community,ended
KLUSTER TIMBANG DAYANG,12,2020-12-29,2021-01-10,community,ended
KLUSTER JALAN CHU,14,2020-12-29,2021-01-15,workplace,ended
KLUSTER TAPAK BINA AWAN PUTEH,14,2020-12-29,2021-01-16,workplace,ended
KLUSTER JALAN SATANG,"4,6,10,14",2020-12-29,2021-04-12,highRisk,ended
KLUSTER TEMBOK MEMPAGA,6,2020-12-29,2021-04-15,detentionCentre,ended
KLUSTER SLOT BERJAYA,14,2020-12-30,2020-12-29,workplace,ended
KLUSTER ALOR,"2,10,14",2020-12-30,2020-12-31,community,ended
KLUSTER TAPAK BINA JALAN BROGA,10,2020-12-30,2021-01-01,workplace,ended
KLUSTER GERBANG PONGSU,8,2020-12-30,2021-01-05,community,ended
KLUSTER JALAN NIKOLAS,14,2020-12-30,2021-01-08,highRisk,ended
KLUSTER TAPAK BINA JALAN STESEN,"8,14",2020-12-30,2021-01-11,workplace,ended
KLUSTER TEMBOK CHOH,1,2020-12-30,2021-01-13,detentionCentre,ended
KLUSTER DAMAI KETARI,6,2020-12-30,2021-01-19,highRisk,ended
KLUSTER KAMPUNG BAHARU,1,2020-12-31,2021-01-11,workplace,ended
KLUSTER PEKELILING,1,2020-12-31,2021-01-15,workplace,ended
KLUSTER JALAN DATUK,"8,10,14,16",2020-12-31,2021-01-18,workplace,ended
KLUSTER JALAN RASAH,"5,10,16",2020-12-31,2021-01-26,highRisk,ended
KLUSTER JALAN GALAH,10,2020-12-31,2021-02-18,workplace,ended
KLUSTER RANTAU SEMARAK,"6,10",2021-01-01,2021-01-16,community,ended
KLUSTER RAWA AKASIA,"2,7,8",2021-01-01,2021-01-22,workplace,ended
KLUSTER JALAN PERINDUSTRIAN,1,2021-01-01,2021-02-07,workplace,ended
KLUSTER MADOR,13,2021-01-02,2021-01-01,community,ended
KLUSTER JALAN BBN,5,2021-01-02,2021-01-09,workplace,ended
KLUSTER KOLAM PERMAI,"6,10,11",2021-01-02,2021-01-10,community,ended
KLUSTER DEWANI,"1,6",2021-01-02,2021-01-11,workplace,ended
KLUSTER HARUM,1,2021-01-02,2021-01-12,workplace,ended
KLUSTER BELUKAR,3,2021-01-02,2021-01-19,community,ended
KLUSTER BATU LAPAN,12,2021-01-02,2021-01-24,highRisk,ended
KLUSTER TAPAK BINA CASUARINA,10,2021-01-02,2021-02-12,workplace,ended
KLUSTER RENGGAM,10,2021-01-02,2021-02-26,workplace,ended
KLUSTER OSMO JAYA,10,2021-01-03,2021-01-02,workplace,ended
KLUSTER RENGIT SENTRAL,1,2021-01-03,2021-01-14,workplace,ended
KLUSTER WAWASAN GADING,1,2021-01-03,2021-01-18,workplace,ended
KLUSTER LINTAS SERAYA,12,2021-01-03,2021-01-20,community,ended
KLUSTER BELATI,1,2021-01-03,2021-01-22,workplace,ended
KLUSTER STUTONG,13,2021-01-03,2021-01-24,community,ended
KLUSTER PALOH TUMPAT,3,2021-01-03,2021-01-24,community,ended
KLUSTER MANIK,"3,11",2021-01-03,2021-01-24,community,ended
KLUSTER TAPAK BINA PERDANA AVENUE,10,2021-01-03,2021-02-12,workplace,ended
KLUSTER EHSAN IBOL,"8,10",2021-01-04,2021-01-09,community,ended
KLUSTER JALAN NAKHODA,14,2021-01-04,2021-01-13,workplace,ended
KLUSTER PASAR JALAN SENTOSA,10,2021-01-04,2021-01-18,workplace,ended
KLUSTER JALAN DUYONG,10,2021-01-04,2021-03-11,workplace,ended
KLUSTER TELOK MAS,"2,4",2021-01-04,2021-04-22,detentionCentre,ended
KLUSTER TAPAK BINA BUKIT SEMENYIH,10,2021-01-05,2021-01-04,workplace,ended
KLUSTER BUKIT ANGKAT,10,2021-01-05,2021-01-04,workplace,ended
KLUSTER LANGIT SELATAN,6,2021-01-05,2021-01-13,workplace,ended
KLUSTER TAPAK BINA JALAN DESA,14,2021-01-05,2021-01-15,workplace,ended
KLUSTER MENGKUANG,11,2021-01-05,2021-01-16,community,ended
KLUSTER TOMBOVO,12,2021-01-05,2021-01-21,community,ended
KLUSTER PARIT JAMIL,1,2021-01-05,2021-01-24,workplace,ended
KLUSTER BAH SAYAP,13,2021-01-05,2021-01-25,workplace,ended
KLUSTER JALAN PLAYAR,10,2021-01-05,2021-01-27,workplace,ended
KLUSTER SRI SURIA,10,2021-01-05,2021-01-31,workplace,ended
KLUSTER JALAN RAJA,14,2021-01-05,2021-02-27,workplace,ended
KLUSTER ANAK AIR,4,2021-01-06,2020-02-11,religious,ended
KLUSTER IKAN EMAS,14,2021-01-06,2021-01-05,workplace,ended
KLUSTER KAMPUNG PITAS,12,2021-01-06,2021-01-13,workplace,ended
KLUSTER FIRMA,1,2021-01-06,2021-01-16,workplace,ended
KLUSTER JALAN PADU,1,2021-01-06,2021-01-18,workplace,ended
KLUSTER TASIK UTAMA,"5,10",2021-01-06,2021-01-23,workplace,ended
KLUSTER BERSEPADU,1,2021-01-06,2021-01-25,workplace,ended
KLUSTER MEDAN JASA,"8,10,14",2021-01-06,2021-01-27,community,ended
KLUSTER KAYUH,14,2021-01-06,2021-01-27,workplace,ended
KLUSTER PERSIARAN TEKNOLOGI,1,2021-01-06,2021-02-08,workplace,ended
KLUSTER CASA PERMAI,10,2021-01-06,2021-02-26,workplace,ended
KLUSTER JALAN SEPUTEH,"10,14,16",2021-01-06,2021-02-27,workplace,ended
KLUSTER DATARAN UTAS,"3,10,11",2021-01-06,2021-03-20,workplace,ended
KLUSTER DESA SETAPAK,14,2021-01-07,2021-01-06,community,ended
KLUSTER ZIARAH PUTRA,"10,16",2021-01-07,2021-01-07,community,ended
KLUSTER TAPAK BINA JALAN IPOH,14,2021-01-07,2021-01-07,workplace,ended
KLUSTER TAPAK BINA HARTAMAS,10,2021-01-07,2021-01-16,workplace,ended
KLUSTER KERANJI TABUAN,13,2021-01-07,2021-01-18,community,ended
KLUSTER RUNGKUP,14,2021-01-07,2021-01-29,workplace,ended
KLUSTER SENAI MURNI,1,2021-01-07,2021-02-06,workplace,ended
KLUSTER JALAN JAYA,14,2021-01-07,2021-03-03,highRisk,ended
KLUSTER DAMAI PELANGI,"8,10",2021-01-07,2021-03-04,detentionCentre,ended
KLUSTER TAPAK BINA HEVEA,10,2021-01-08,2021-01-18,workplace,ended
KLUSTER KAURAN,12,2021-01-08,2021-01-21,community,ended
KLUSTER SETAPAK INDAH,14,2021-01-08,2021-01-22,community,ended
KLUSTER KAPITAL,14,2021-01-08,2021-01-27,workplace,ended
KLUSTER BUKIT BELIMBING,10,2021-01-08,2021-02-04,workplace,ended
KLUSTER JALAN KLINIK,10,2021-01-08,2021-02-21,workplace,ended
KLUSTER PALUT,11,2021-01-09,2021-01-14,community,ended
KLUSTER MIKRO,1,2021-01-09,2021-01-23,workplace,ended
KLUSTER TEKNOLOGI KESIDANG,4,2021-01-09,2021-01-24,workplace,ended
KLUSTER SYMPHONY MAGAZINE,7,2021-01-09,2021-01-29,community,ended
KLUSTER PASAI,13,2021-01-09,2021-03-15,community,ended
KLUSTER TEXMILE,10,2021-01-10,2021-01-09,workplace,ended
KLUSTER WAKAF LANAS,3,2021-01-10,2021-01-12,community,ended
KLUSTER JALAN SIBUGA,12,2021-01-10,2021-01-17,highRisk,ended
KLUSTER ALOR DURIAN,"3,7",2021-01-10,2021-01-20,community,ended
KLUSTER TAPAK BINA CYBER,10,2021-01-10,2021-01-26,workplace,ended
KLUSTER MEDAN IDAMAN,14,2021-01-11,2021-01-12,workplace,ended
KLUSTER KAMPUNG RENOK,3,2021-01-11,2021-01-17,community,ended
KLUSTER LUMUT BARAT,8,2021-01-11,2021-01-17,workplace,ended
KLUSTER KAMPUNG GETING,3,2021-01-11,2021-01-19,community,ended
KLUSTER KUBANG BUJUK,11,2021-01-11,2021-01-21,education,ended
KLUSTER KEJAYA,11,2021-01-11,2021-01-28,community,ended
KLUSTER JALAN KELULI,1,2021-01-11,2021-02-02,workplace,ended
KLUSTER JELITA,13,2021-01-11,2021-02-06,community,ended
KLUSTER TAPAK BINA LEMBAH SUBANG,10,2021-01-11,2021-03-12,workplace,ended
KLUSTER BUKIT SEKUBONG,13,2021-01-12,2021-01-02,community,ended
KLUSTER IRIS,14,2021-01-12,2021-01-11,workplace,ended
KLUSTER DIALISIS PUTRA,16,2021-01-12,2021-01-16,highRisk,ended
KLUSTER UDARAMA,14,2021-01-12,2021-01-19,workplace,ended
KLUSTER KAMPUNG BADAK,"3,10",2021-01-12,2021-01-22,community,ended
KLUSTER TAMAN KESEDAR,3,2021-01-12,2021-01-25,community,ended
KLUSTER JALAN MANAN,10,2021-01-12,2021-01-25,workplace,ended
KLUSTER PERMINT HARMONI,11,2021-01-12,2021-01-29,community,ended
KLUSTER JALAN KIARA,14,2021-01-12,2021-02-05,workplace,ended
KLUSTER DIALISIS BATU,14,2021-01-12,2021-02-09,highRisk,ended
KLUSTER PERSIARAN KUALA,"10,14,16",2021-01-12,2021-03-05,workplace,ended
KLUSTER BUKIT BAKAR,3,2021-01-13,2021-01-15,community,ended
KLUSTER JALAN THAMBY,14,2021-01-13,2021-01-18,workplace,ended
KLUSTER JALAN RAMI,1,2021-01-13,2021-01-19,workplace,ended
KLUSTER KAMPUNG TENGAH,5,2021-01-13,2021-01-20,community,ended
KLUSTER JALAN IJUK,10,2021-01-13,2021-01-22,workplace,ended
KLUSTER DIALISIS MALIM,4,2021-01-13,2021-01-25,highRisk,ended
KLUSTER TAMAN BATIK,2,2021-01-13,2021-01-28,workplace,ended
KLUSTER KOTA,1,2021-01-13,2021-02-04,community,ended
KLUSTER TANJUNG MEGAH,"1,4",2021-01-13,2021-02-13,workplace,ended
KLUSTER JALAN KASTURI,14,2021-01-13,2021-02-16,workplace,ended
KLUSTER TAMAN INTEGRASI,10,2021-01-13,2021-02-24,workplace,ended
KLUSTER PASIR BARAT,1,2021-01-14,2021-01-02,workplace,ended
KLUSTER JALAN RANTAU-SILIAU,5,2021-01-14,2021-01-02,workplace,ended
KLUSTER TAPAK BINA DUTAMAS,14,2021-01-14,2021-01-20,workplace,ended
KLUSTER TROPIKA,1,2021-01-14,2021-01-24,detentionCentre,ended
KLUSTER JALAN SELAYANG,"10,14",2021-01-14,2021-02-04,workplace,ended
KLUSTER INTAN MAS,8,2021-01-14,2021-02-09,community,ended
KLUSTER JALAN PAHANG,"14,16",2021-01-14,2021-03-10,highRisk,ended
KLUSTER JALAN KLUANG,1,2021-01-15,2021-01-01,workplace,ended
KLUSTER LINGKARAN LINTANG,10,2021-01-15,2021-01-14,workplace,ended
KLUSTER LADANG MATAMBA,12,2021-01-15,2021-01-14,workplace,ended
KLUSTER TAPAK BINA DAMAI,14,2021-01-15,2021-01-14,workplace,ended
KLUSTER RESTORAN PUTRA,16,2021-01-15,2021-01-15,workplace,ended
KLUSTER KOTA ROAD,8,2021-01-15,2021-01-23,workplace,ended
KLUSTER PONDOK HIDAYAH,3,2021-01-15,2021-01-24,education,ended
KLUSTER PERSIARAN SELATAN,1,2021-01-15,2021-01-27,workplace,ended
KLUSTER TEMBOK KEMUS,4,2021-01-15,2021-01-31,detentionCentre,ended
KLUSTER KAMPUNG PERANI,1,2021-01-15,2021-02-05,community,ended
KLUSTER LADANG BATURONG,12,2021-01-15,2021-02-12,workplace,ended
KLUSTER JALAN TELOK GONG,10,2021-01-15,2021-02-21,workplace,ended
KLUSTER JALAN SEMBRONG,1,2021-01-16,2021-01-15,workplace,ended
KLUSTER SENAI CYBER,1,2021-01-16,2021-01-19,workplace,ended
KLUSTER TAMAN JUTA,8,2021-01-16,2021-01-20,community,ended
KLUSTER TEMBOK NANAS,1,2021-01-16,2021-01-21,detentionCentre,ended
KLUSTER KAMPUNG LEBU,6,2021-01-16,2021-01-27,community,ended
KLUSTER JALAN PERMATA,5,2021-01-16,2021-02-07,workplace,ended
KLUSTER JALAN MENERUNG,14,2021-01-17,2021-01-02,workplace,ended
KLUSTER RANTAU LADA,6,2021-01-17,2021-01-16,community,ended
KLUSTER JALAN PANDAN INDAH,10,2021-01-17,2021-01-16,workplace,ended
KLUSTER TAPAK BINA JALAN YAP,14,2021-01-17,2021-01-21,workplace,ended
KLUSTER PANTAI PERINGGIT,4,2021-01-17,2021-01-22,community,ended
KLUSTER JALAN MAWILA,12,2021-01-17,2021-01-22,workplace,ended
KLUSTER JALAN PERAK,1,2021-01-17,2021-01-27,workplace,ended
KLUSTER JALAN MOHAMMED SALLEH,15,2021-01-17,2021-02-08,education,ended
KLUSTER TAMAN IKAN JINAK,12,2021-01-17,2021-02-10,community,ended
KLUSTER DTI SEPANG 2,10,2021-01-17,2021-04-11,detentionCentre,ended
KLUSTER JALAN BUKIT BENDERA,12,2021-01-18,2021-01-17,workplace,ended
KLUSTER TAMAN TASIK SUNGAI CHUA,10,2021-01-18,2021-01-17,workplace,ended
KLUSTER JALAN TJ,5,2021-01-18,2021-01-24,workplace,ended
KLUSTER KAFE GENTING,6,2021-01-18,2021-01-27,workplace,ended
KLUSTER JALAN SURIA,1,2021-01-18,2021-01-27,highRisk,ended
KLUSTER PULAU LIMA,3,2021-01-18,2021-01-28,community,ended
KLUSTER KOMPLEKS SEGAMAHA,12,2021-01-18,2021-01-28,workplace,ended
KLUSTER TAPAK BINA ERA DUTA,14,2021-01-18,2021-01-29,workplace,ended
KLUSTER TAPAK BINA JALAN NIPAH,14,2021-01-18,2021-02-09,workplace,ended
KLUSTER KEBOR AIR,11,2021-01-19,2021-01-02,education,ended
KLUSTER RANTAU CEMPAKA,"6,10",2021-01-19,2021-01-18,community,ended
KLUSTER TAMAN SAYONG PINANG,1,2021-01-19,2021-01-19,community,ended
KLUSTER JALAN TARUKA,1,2021-01-19,2021-01-19,workplace,ended
KLUSTER JALAN MASJID,14,2021-01-19,2021-02-08,workplace,ended
KLUSTER KUPANG,"2,8",2021-01-19,2021-02-09,community,ended
KLUSTER SRI GADING,1,2021-01-19,2021-02-09,workplace,ended
KLUSTER RAKUT,13,2021-01-19,2021-02-27,community,ended
KLUSTER PENJARA JALAN SUNGAI JELOK,"5,10,14,16",2021-01-19,2021-03-07,detentionCentre,ended
KLUSTER JALAN SEJAHTERA,14,2021-01-20,2021-01-02,workplace,ended
KLUSTER TAMPOI LIMA,1,2021-01-20,2021-01-19,workplace,ended
KLUSTER SAWMILL LUIT,6,2021-01-20,2021-01-22,community,ended
KLUSTER PERSIARAN TASEK,8,2021-01-20,2021-01-22,workplace,ended
KLUSTER SUNGAI IBOR,5,2021-01-20,2021-01-24,education,ended
KLUSTER JALAN KKIP SELATAN,12,2021-01-20,2021-01-24,workplace,ended
KLUSTER BUKIT GELUGOR,6,2021-01-20,2021-01-28,community,ended
KLUSTER BATU ENAM,8,2021-01-20,2021-02-03,community,ended
KLUSTER KAMPUNG BALIBATA,12,2021-01-20,2021-02-03,community,ended
KLUSTER JALAN USAHA,"4,5",2021-01-20,2021-02-03,workplace,ended
KLUSTER TAPAK BINA BUKIT SEBUKOR,4,2021-01-20,2021-02-03,workplace,ended
KLUSTER TAPAK BINA JALAN DIGITAL,"1,11",2021-01-20,2021-02-05,workplace,ended
KLUSTER JALAN NIAGA,1,2021-01-20,2021-02-14,community,ended
KLUSTER JALAN SEROJA,1,2021-01-20,2021-02-21,workplace,ended
KLUSTER BESTARI RANTAU,10,2021-01-20,2021-02-22,workplace,ended
KLUSTER TAPAK BINA JALAN ABDUL AZIZ,10,2021-01-20,2021-02-23,workplace,ended
KLUSTER GUNUNG RAYA,2,2021-01-21,2021-01-20,community,ended
KLUSTER SILIMPOPON,12,2021-01-21,2021-01-20,workplace,ended
KLUSTER TAMPOI TUJUH,1,2021-01-21,2021-01-20,workplace,ended
KLUSTER JALAN KELAPA,10,2021-01-21,2021-01-20,highRisk,ended
KLUSTER JALAN TEROLAK,14,2021-01-21,2021-01-22,workplace,ended
KLUSTER JALAN CANANG EMAS,10,2021-01-21,2021-01-25,workplace,ended
KLUSTER KOTA MUHIBBAH,8,2021-01-21,2021-01-26,workplace,ended
