id,cluster,date_announced,date_last_onset,category,status,state_id
11873,KLUSTER INDUSTRI JALAN GANGSA,2021-10-12,2021-10-11,workplace,ended,1
11874,KLUSTER JALAN MUTIARA TIGA KULAI,2021-10-12,2021-10-11,community,ended,2
11875,KLUSTER JALAN MUTIARA TIGA KULAI,2021-10-12,2021-10-11,community,ended,1
11876,KLUSTER JALAN SELADANG BUKIT MERTAJAM,2021-10-12,2021-10-11,workplace,ended,8
11877,KLUSTER JALAN SELADANG BUKIT MERTAJAM,2021-10-12,2021-10-11,workplace,ended,1
11878,KLUSTER JALAN ALMA,2021-10-12,2021-10-12,workplace,ended,8
11879,KLUSTER JALAN ALMA,2021-10-12,2021-10-12,workplace,ended,1
11880,KLUSTER KOTA EMAS PONTIAN,2021-10-12,2021-10-12,workplace,ended,2
11881,KLUSTER KOTA EMAS PONTIAN,2021-10-12,2021-10-12,workplace,ended,1
11882,KLUSTER JALAN PULAU SEBANG,2021-10-12,2021-10-13,workplace,ended,5
11883,KLUSTER JALAN PULAU SEBANG,2021-10-12,2021-10-13,workplace,ended,6
11884,KLUSTER JALAN PULAU SEBANG,2021-10-12,2021-10-13,workplace,ended,1
11885,KLUSTER JALAN PUNAI,2021-10-12,2021-10-16,community,ended,2
11886,KLUSTER JALAN PUNAI,2021-10-12,2021-10-16,community,ended,1
11887,KLUSTER JALAN RAJA CHULAN SAYONG,2021-10-12,2021-10-16,highRisk,ended,9
11888,KLUSTER JALAN RAJA CHULAN SAYONG,2021-10-12,2021-10-16,highRisk,ended,1
11889,KLUSTER JALAN SP 10/1,2021-10-12,2021-10-17,education,ended,11
11890,KLUSTER JALAN SP 10/1,2021-10-12,2021-10-17,education,ended,1
11891,KLUSTER SAWIT SUNGAI MERBAU,2021-10-12,2021-10-17,workplace,ended,7
11892,KLUSTER SAWIT SUNGAI MERBAU,2021-10-12,2021-10-17,workplace,ended,1
11893,KLUSTER AIR AWAT-AWAT,2021-10-12,2021-10-19,community,ended,14
11894,KLUSTER AIR AWAT-AWAT,2021-10-12,2021-10-19,community,ended,1
11895,KLUSTER TAMAN DANAU KOTA,2021-10-12,2021-10-20,education,ended,15
11896,KLUSTER TAMAN DANAU KOTA,2021-10-12,2021-10-20,education,ended,1
11897,KLUSTER HANG TUAH TANGKAK,2021-10-12,2021-10-20,community,ended,2
11898,KLUSTER HANG TUAH TANGKAK,2021-10-12,2021-10-20,community,ended,1
11899,KLUSTER BUKIT BAJA,2021-10-12,2021-10-28,community,ended,11
11900,KLUSTER BUKIT BAJA,2021-10-12,2021-10-28,community,ended,1
11901,KLUSTER DTI BEKENU,2021-10-13,2021-10-12,detentionCentre,ended,14
11902,KLUSTER DTI BEKENU,2021-10-13,2021-10-12,detentionCentre,ended,1
11903,KLUSTER TAPAK BINA PERSIARAN BUKIT RAJA 2,2021-10-13,2021-10-12,workplace,ended,11
11904,KLUSTER TAPAK BINA PERSIARAN BUKIT RAJA 2,2021-10-13,2021-10-12,workplace,ended,1
11905,KLUSTER INDUSTRI JALAN ZURAH LIMA,2021-10-13,2021-10-12,workplace,ended,11
11906,KLUSTER INDUSTRI JALAN ZURAH LIMA,2021-10-13,2021-10-12,workplace,ended,1
11907,KLUSTER INDUSTRI JALAN SEMBILAN OLAK LEMPIT,2021-10-13,2021-10-14,workplace,ended,11
11908,KLUSTER INDUSTRI JALAN SEMBILAN OLAK LEMPIT,2021-10-13,2021-10-14,workplace,ended,1
11909,KLUSTER PERSIARAN LAVENDER DUA,2021-10-13,2021-10-18,education,ended,6
11910,KLUSTER PERSIARAN LAVENDER DUA,2021-10-13,2021-10-18,education,ended,1
11911,KLUSTER MENUANG,2021-10-13,2021-10-19,community,ended,14
11912,KLUSTER MENUANG,2021-10-13,2021-10-19,community,ended,1
11913,KLUSTER DAH TAMAN MELOR,2021-10-13,2021-10-21,education,ended,3
11914,KLUSTER DAH TAMAN MELOR,2021-10-13,2021-10-21,education,ended,1
11915,KLUSTER DAH PUTIH INDUSTRI KULIM,2021-10-13,2021-10-23,workplace,ended,3
11916,KLUSTER DAH PUTIH INDUSTRI KULIM,2021-10-13,2021-10-23,workplace,ended,1
11917,KLUSTER ENSURAI,2021-10-13,2021-11-02,community,ended,14
11918,KLUSTER ENSURAI,2021-10-13,2021-11-02,community,ended,1
11919,KLUSTER JALAN HAJI TAIB SALAK,2021-10-13,2021-11-10,workplace,ended,11
11920,KLUSTER JALAN HAJI TAIB SALAK,2021-10-13,2021-11-10,workplace,ended,1
11921,KLUSTER BUKIT DAMAR,2021-10-13,2021-11-11,community,ended,7
11922,KLUSTER BUKIT DAMAR,2021-10-13,2021-11-11,community,ended,1
11923,KLUSTER INDUSTRI JALAN USAHA ENAM,2021-10-13,2021-11-15,workplace,ended,5
11924,KLUSTER INDUSTRI JALAN USAHA ENAM,2021-10-13,2021-11-15,workplace,ended,1
11925,KLUSTER JALAN PEGAWAI,2021-10-13,2021-12-16,highRisk,active,11
11926,KLUSTER JALAN PEGAWAI,2021-10-13,2021-12-16,highRisk,active,1
11927,KLUSTER INDUSTRI SUNGAI RASAU 35-2,2021-10-14,2021-10-13,workplace,ended,11
11928,KLUSTER INDUSTRI SUNGAI RASAU 35-2,2021-10-14,2021-10-13,workplace,ended,1
11929,KLUSTER JALAN TROPIKA KULAI,2021-10-14,2021-10-13,workplace,ended,2
11930,KLUSTER JALAN TROPIKA KULAI,2021-10-14,2021-10-13,workplace,ended,1
11931,KLUSTER JALAN SENA,2021-10-14,2021-10-13,community,ended,2
11932,KLUSTER JALAN SENA,2021-10-14,2021-10-13,community,ended,1
11933,KLUSTER KAMPUNG TEBING TINGGI KEMUMIN,2021-10-14,2021-10-13,community,ended,4
11934,KLUSTER KAMPUNG TEBING TINGGI KEMUMIN,2021-10-14,2021-10-13,community,ended,1
11935,KLUSTER INDUSTRI JALAN KORPORAT TIGA,2021-10-14,2021-10-13,workplace,ended,11
11936,KLUSTER INDUSTRI JALAN KORPORAT TIGA,2021-10-14,2021-10-13,workplace,ended,1
11937,KLUSTER LORONG PERUSAHAAN UTAMA,2021-10-14,2021-10-13,workplace,ended,8
11938,KLUSTER LORONG PERUSAHAAN UTAMA,2021-10-14,2021-10-13,workplace,ended,1
11939,KLUSTER TAPAK BINA JALAN BBN DUA,2021-10-14,2021-10-15,workplace,ended,6
11940,KLUSTER TAPAK BINA JALAN BBN DUA,2021-10-14,2021-10-15,workplace,ended,1
11941,KLUSTER LORONG RAMBUTAN TIGA,2021-10-14,2021-10-16,highRisk,ended,8
11942,KLUSTER LORONG RAMBUTAN TIGA,2021-10-14,2021-10-16,highRisk,ended,1
11943,KLUSTER KAMPUNG SUNGAI BIL,2021-10-14,2021-10-17,community,ended,9
11944,KLUSTER KAMPUNG SUNGAI BIL,2021-10-14,2021-10-17,community,ended,1
11945,KLUSTER BELIMBING DALAM,2021-10-14,2021-10-17,community,ended,5
11946,KLUSTER BELIMBING DALAM,2021-10-14,2021-10-17,community,ended,1
11947,KLUSTER JALAN INDUSTRI SEMBILAN,2021-10-14,2021-10-19,workplace,ended,7
11948,KLUSTER JALAN INDUSTRI SEMBILAN,2021-10-14,2021-10-19,workplace,ended,1
11949,KLUSTER LORONG NENAS SATU,2021-10-14,2021-10-21,highRisk,ended,8
11950,KLUSTER LORONG NENAS SATU,2021-10-14,2021-10-21,highRisk,ended,1
11951,KLUSTER INDUSTRI JALAN BUDI,2021-10-14,2021-10-22,workplace,ended,2
11952,KLUSTER INDUSTRI JALAN BUDI,2021-10-14,2021-10-22,workplace,ended,1
11953,KLUSTER JALAN JAYA SIMPANG RENGGAM,2021-10-14,2021-10-22,education,ended,2
11954,KLUSTER JALAN JAYA SIMPANG RENGGAM,2021-10-14,2021-10-22,education,ended,1
11955,KLUSTER JALAN FREE SCHOOL,2021-10-14,2021-10-24,highRisk,ended,8
11956,KLUSTER JALAN FREE SCHOOL,2021-10-14,2021-10-24,highRisk,ended,1
11957,KLUSTER TAPAK BINA MUTIARA MAS UTAMA,2021-10-14,2021-10-24,workplace,ended,2
11958,KLUSTER TAPAK BINA MUTIARA MAS UTAMA,2021-10-14,2021-10-24,workplace,ended,1
11959,KLUSTER JALAN SELATAN 11,2021-10-14,2021-10-27,workplace,ended,2
11960,KLUSTER JALAN SELATAN 11,2021-10-14,2021-10-27,workplace,ended,1
11961,KLUSTER INDUSTRI JALAN KAPAL LAYAR,2021-10-15,2021-10-14,workplace,ended,2
11962,KLUSTER INDUSTRI JALAN KAPAL LAYAR,2021-10-15,2021-10-14,workplace,ended,1
11963,KLUSTER NADIM,2021-10-15,2021-10-14,workplace,ended,2
11964,KLUSTER NADIM,2021-10-15,2021-10-14,workplace,ended,1
11965,KLUSTER TAMAN MAKMUR,2021-10-15,2021-10-14,community,ended,4
11966,KLUSTER TAMAN MAKMUR,2021-10-15,2021-10-14,community,ended,1
11967,KLUSTER INDUSTRI BUKIT MINYAK BUKIT MERTAJAM,2021-10-15,2021-10-14,workplace,ended,8
11968,KLUSTER INDUSTRI BUKIT MINYAK BUKIT MERTAJAM,2021-10-15,2021-10-14,workplace,ended,1
11969,KLUSTER KAMPUNG BANTING,2021-10-15,2021-10-15,community,ended,11
11970,KLUSTER KAMPUNG BANTING,2021-10-15,2021-10-15,community,ended,1
11971,KLUSTER JETI JALAN SELANCAR,2021-10-15,2021-10-16,workplace,ended,7
11972,KLUSTER JETI JALAN SELANCAR,2021-10-15,2021-10-16,workplace,ended,1
11973,KLUSTER DAH BUKIT PINANG,2021-10-15,2021-10-18,workplace,ended,3
11974,KLUSTER DAH BUKIT PINANG,2021-10-15,2021-10-18,workplace,ended,1
11975,KLUSTER INDUSTRI TIGA JALAN KASAWARI,2021-10-15,2021-10-22,workplace,ended,11
11976,KLUSTER INDUSTRI TIGA JALAN KASAWARI,2021-10-15,2021-10-22,workplace,ended,1
11977,KLUSTER BATU LIMA SUNGGALA,2021-10-15,2021-10-23,workplace,ended,6
11978,KLUSTER BATU LIMA SUNGGALA,2021-10-15,2021-10-23,workplace,ended,1
11979,KLUSTER PERSIARAN PERDANA,2021-10-15,2021-10-28,education,ended,11
11980,KLUSTER PERSIARAN PERDANA,2021-10-15,2021-10-28,education,ended,17
11981,KLUSTER PERSIARAN PERDANA,2021-10-15,2021-10-28,education,ended,1
11982,KLUSTER INDUSTRI PERABOT OLAK LEMPIT 2,2021-10-15,2021-10-31,workplace,ended,11
11983,KLUSTER INDUSTRI PERABOT OLAK LEMPIT 2,2021-10-15,2021-10-31,workplace,ended,1
11984,KLUSTER INDUSTRI DUA JALAN PADANG GAJAH,2021-10-15,2021-11-03,workplace,ended,11
11985,KLUSTER INDUSTRI DUA JALAN PADANG GAJAH,2021-10-15,2021-11-03,workplace,ended,1
11986,KLUSTER KAMPUNG SENTOI,2021-10-15,2021-11-06,community,ended,7
11987,KLUSTER KAMPUNG SENTOI,2021-10-15,2021-11-06,community,ended,1
11988,KLUSTER JALAN DENAI DUA,2021-10-16,2021-10-15,highRisk,ended,2
11989,KLUSTER JALAN DENAI DUA,2021-10-16,2021-10-15,highRisk,ended,1
11990,KLUSTER JALAN HOSPITAL LATI,2021-10-16,2021-10-15,education,ended,4
11991,KLUSTER JALAN HOSPITAL LATI,2021-10-16,2021-10-15,education,ended,1
11992,KLUSTER DAH BUKIT BERANGAN,2021-10-16,2021-10-16,education,ended,3
11993,KLUSTER DAH BUKIT BERANGAN,2021-10-16,2021-10-16,education,ended,1
11994,KLUSTER KAMPUNG SEKOLAH JURU,2021-10-16,2021-10-19,education,ended,8
11995,KLUSTER KAMPUNG SEKOLAH JURU,2021-10-16,2021-10-19,education,ended,1
11996,KLUSTER INDUSTRI JALAN IDAMAN TIGA,2021-10-16,2021-10-21,workplace,ended,2
11997,KLUSTER INDUSTRI JALAN IDAMAN TIGA,2021-10-16,2021-10-21,workplace,ended,1
11998,KLUSTER BATU TIGA KLUANG,2021-10-16,2021-10-21,workplace,ended,2
11999,KLUSTER BATU TIGA KLUANG,2021-10-16,2021-10-21,workplace,ended,1
12000,KLUSTER INDUSTRI BUNGA TANJUNG DUA 2,2021-10-16,2021-10-21,workplace,ended,6
12001,KLUSTER INDUSTRI BUNGA TANJUNG DUA 2,2021-10-16,2021-10-21,workplace,ended,1
12002,KLUSTER INDUSTRI DUA JALAN BESTARI SATU,2021-10-16,2021-10-22,workplace,ended,11
12003,KLUSTER INDUSTRI DUA JALAN BESTARI SATU,2021-10-16,2021-10-22,workplace,ended,1
12004,KLUSTER BUKIT SAPI,2021-10-16,2021-10-26,community,ended,9
12005,KLUSTER BUKIT SAPI,2021-10-16,2021-10-26,community,ended,1
12006,KLUSTER JALAN HARVEY,2021-10-17,2021-10-16,highRisk,ended,9
12007,KLUSTER JALAN HARVEY,2021-10-17,2021-10-16,highRisk,ended,1
12008,KLUSTER INDUSTRI PARIT SIKOM,2021-10-17,2021-10-16,workplace,ended,2
12009,KLUSTER INDUSTRI PARIT SIKOM,2021-10-17,2021-10-16,workplace,ended,1
12010,KLUSTER JALAN TASEK SUNGAI BAKAP,2021-10-17,2021-10-16,workplace,ended,8
12011,KLUSTER JALAN TASEK SUNGAI BAKAP,2021-10-17,2021-10-16,workplace,ended,1
12012,KLUSTER LORONG BERSYARAT,2021-10-17,2021-10-16,community,ended,4
12013,KLUSTER LORONG BERSYARAT,2021-10-17,2021-10-16,community,ended,1
12014,KLUSTER INDUSTRI SRI SULONG 16,2021-10-17,2021-10-17,workplace,ended,2
12015,KLUSTER INDUSTRI SRI SULONG 16,2021-10-17,2021-10-17,workplace,ended,1
12016,KLUSTER INDUSTRI JALAN SAWIT BARU,2021-10-17,2021-10-19,workplace,ended,2
12017,KLUSTER INDUSTRI JALAN SAWIT BARU,2021-10-17,2021-10-19,workplace,ended,1
12018,KLUSTER INDUSTRI JALAN LAGENDA SEMBILAN,2021-10-17,2021-10-20,workplace,ended,2
12019,KLUSTER INDUSTRI JALAN LAGENDA SEMBILAN,2021-10-17,2021-10-20,workplace,ended,1
12020,KLUSTER MAMPAS SEBERANG,2021-10-17,2021-10-22,community,ended,6
12021,KLUSTER MAMPAS SEBERANG,2021-10-17,2021-10-22,community,ended,1
12022,KLUSTER JALAN PC 10,2021-10-17,2021-10-30,workplace,ended,9
12023,KLUSTER JALAN PC 10,2021-10-17,2021-10-30,workplace,ended,1
12024,KLUSTER JALAN GAMBIR DUA,2021-10-18,2021-10-17,workplace,ended,2
12025,KLUSTER JALAN GAMBIR DUA,2021-10-18,2021-10-17,workplace,ended,1
12026,KLUSTER JALAN INDUSTRI UTAMA GRISEK,2021-10-18,2021-10-17,workplace,ended,2
12027,KLUSTER JALAN INDUSTRI UTAMA GRISEK,2021-10-18,2021-10-17,workplace,ended,1
12028,KLUSTER JALAN BERJAYA LAPAN,2021-10-18,2021-10-17,workplace,ended,2
12029,KLUSTER JALAN BERJAYA LAPAN,2021-10-18,2021-10-17,workplace,ended,1
12030,KLUSTER SERI SERTING,2021-10-18,2021-10-17,education,ended,6
12031,KLUSTER SERI SERTING,2021-10-18,2021-10-17,education,ended,1
12032,KLUSTER JALAN PANTAI PERMAI SEMBILAN,2021-10-18,2021-10-17,education,ended,15
12033,KLUSTER JALAN PANTAI PERMAI SEMBILAN,2021-10-18,2021-10-17,education,ended,1
12034,KLUSTER INDUSTRI DUA JALAN BUKIT KEMUNING,2021-10-18,2021-10-19,workplace,ended,11
12035,KLUSTER INDUSTRI DUA JALAN BUKIT KEMUNING,2021-10-18,2021-10-19,workplace,ended,1
12036,KLUSTER BIDOR STESEN,2021-10-18,2021-10-22,community,ended,9
12037,KLUSTER BIDOR STESEN,2021-10-18,2021-10-22,community,ended,1
12038,KLUSTER KAMPUNG BUKIT TEMBAKAU,2021-10-18,2021-10-23,religious,ended,5
12039,KLUSTER KAMPUNG BUKIT TEMBAKAU,2021-10-18,2021-10-23,religious,ended,1
12040,KLUSTER KAMPUNG KELUBI PASIR PUTEH,2021-10-18,2021-10-24,workplace,ended,4
12041,KLUSTER KAMPUNG KELUBI PASIR PUTEH,2021-10-18,2021-10-24,workplace,ended,1
12042,KLUSTER JALAN TANGSI,2021-10-18,2021-10-25,workplace,ended,11
12043,KLUSTER JALAN TANGSI,2021-10-18,2021-10-25,workplace,ended,15
12044,KLUSTER JALAN TANGSI,2021-10-18,2021-10-25,workplace,ended,1
12045,KLUSTER GUNUNG BESOUT DUA,2021-10-18,2021-10-29,community,ended,9
12046,KLUSTER GUNUNG BESOUT DUA,2021-10-18,2021-10-29,community,ended,1
12047,KLUSTER JALAN CAMAR TIGA,2021-10-18,2021-10-31,highRisk,ended,2
12048,KLUSTER JALAN CAMAR TIGA,2021-10-18,2021-10-31,highRisk,ended,1
12049,KLUSTER JALAN BAKAU KLUANG,2021-10-18,2021-11-02,workplace,ended,2
12050,KLUSTER JALAN BAKAU KLUANG,2021-10-18,2021-11-02,workplace,ended,1
12051,KLUSTER JALAN SUASA BANTING,2021-10-18,2021-11-02,workplace,ended,11
12052,KLUSTER JALAN SUASA BANTING,2021-10-18,2021-11-02,workplace,ended,1
12053,KLUSTER PUTAI 2,2021-10-18,2021-11-02,workplace,ended,14
12054,KLUSTER PUTAI 2,2021-10-18,2021-11-02,workplace,ended,1
12055,KLUSTER INDUSTRI DATARAN KLEDANG EMPAT,2021-10-19,2021-10-18,workplace,ended,9
12056,KLUSTER INDUSTRI DATARAN KLEDANG EMPAT,2021-10-19,2021-10-18,workplace,ended,1
12057,KLUSTER INDUSTRI LORONG PERAK TIGA,2021-10-19,2021-10-18,workplace,ended,11
12058,KLUSTER INDUSTRI LORONG PERAK TIGA,2021-10-19,2021-10-18,workplace,ended,1
12059,KLUSTER INDUSTRI JALAN JOHAN 2/5,2021-10-19,2021-10-19,workplace,ended,9
12060,KLUSTER INDUSTRI JALAN JOHAN 2/5,2021-10-19,2021-10-19,workplace,ended,1
12061,KLUSTER LALUAN PERSEKUTUAN SEMPALIT,2021-10-19,2021-10-24,workplace,ended,7
12062,KLUSTER LALUAN PERSEKUTUAN SEMPALIT,2021-10-19,2021-10-24,workplace,ended,1
12063,KLUSTER JALAN SPRINGHILL 10,2021-10-19,2021-10-25,education,ended,6
12064,KLUSTER JALAN SPRINGHILL 10,2021-10-19,2021-10-25,education,ended,1
12065,KLUSTER JALAN KILANG KLUANG,2021-10-19,2021-10-29,workplace,ended,2
12066,KLUSTER JALAN KILANG KLUANG,2021-10-19,2021-10-29,workplace,ended,1
12067,KLUSTER INDUSTRI DUA PULAU MERANTI,2021-10-19,2021-10-30,workplace,ended,11
12068,KLUSTER INDUSTRI DUA PULAU MERANTI,2021-10-19,2021-10-30,workplace,ended,1
12069,KLUSTER JALAN WOO SAIK HONG,2021-10-19,2021-11-12,workplace,ended,9
12070,KLUSTER JALAN WOO SAIK HONG,2021-10-19,2021-11-12,workplace,ended,1
12071,KLUSTER INDUSTRI JALAN KPB TUJUH,2021-10-20,2021-10-19,workplace,ended,11
12072,KLUSTER INDUSTRI JALAN KPB TUJUH,2021-10-20,2021-10-19,workplace,ended,1
12073,KLUSTER JALAN SETIAWANGSA SEPULUH,2021-10-20,2021-10-21,education,ended,15
12074,KLUSTER JALAN SETIAWANGSA SEPULUH,2021-10-20,2021-10-21,education,ended,1
12075,KLUSTER LORONG JELAWAT SATU,2021-10-20,2021-10-29,workplace,ended,8
12076,KLUSTER LORONG JELAWAT SATU,2021-10-20,2021-10-29,workplace,ended,1
12077,KLUSTER INDUSTRI JALAN P/1,2021-10-20,2021-11-09,workplace,ended,11
12078,KLUSTER INDUSTRI JALAN P/1,2021-10-20,2021-11-09,workplace,ended,1
12079,KLUSTER TAMAN UA,2021-10-21,2021-10-25,community,ended,6
12080,KLUSTER TAMAN UA,2021-10-21,2021-10-25,community,ended,1
12081,KLUSTER KAMPUNG BATU 66,2021-10-21,2021-10-25,community,ended,13
12082,KLUSTER KAMPUNG BATU 66,2021-10-21,2021-10-25,community,ended,1
12083,KLUSTER INDUSTRI JALAN DENGKIL-BANTING,2021-10-21,2021-10-26,workplace,ended,11
12084,KLUSTER INDUSTRI JALAN DENGKIL-BANTING,2021-10-21,2021-10-26,workplace,ended,1
12085,KLUSTER KAMPUNG BAWAN,2021-10-21,2021-11-01,highRisk,ended,13
12086,KLUSTER KAMPUNG BAWAN,2021-10-21,2021-11-01,highRisk,ended,1
12087,KLUSTER PARIT TIGA BELAS,2021-10-21,2021-11-02,community,ended,11
12088,KLUSTER PARIT TIGA BELAS,2021-10-21,2021-11-02,community,ended,1
12089,KLUSTER JALAN HUTTON,2021-10-21,2021-11-15,workplace,ended,6
12090,KLUSTER JALAN HUTTON,2021-10-21,2021-11-15,workplace,ended,1
12091,KLUSTER JALAN ENAM KAMPUNG BAHRU,2021-10-22,2021-10-21,education,ended,11
12092,KLUSTER JALAN ENAM KAMPUNG BAHRU,2021-10-22,2021-10-21,education,ended,1
12093,KLUSTER INDUSTRI JALAN SERULING 58,2021-10-22,2021-10-21,workplace,ended,11
12094,KLUSTER INDUSTRI JALAN SERULING 58,2021-10-22,2021-10-21,workplace,ended,1
12095,KLUSTER JALAN ZABEDAH,2021-10-22,2021-10-23,workplace,ended,2
12096,KLUSTER JALAN ZABEDAH,2021-10-22,2021-10-23,workplace,ended,1
12097,KLUSTER INDUSTRI JALAN CYBER SEMBILAN,2021-10-22,2021-10-23,workplace,ended,2
12098,KLUSTER INDUSTRI JALAN CYBER SEMBILAN,2021-10-22,2021-10-23,workplace,ended,1
12099,KLUSTER INDUSTRI JALAN USAHA LAPAN,2021-10-22,2021-10-23,workplace,ended,5
12100,KLUSTER INDUSTRI JALAN USAHA LAPAN,2021-10-22,2021-10-23,workplace,ended,1
12101,KLUSTER JALAN DATARAN WANGSA,2021-10-22,2021-10-24,education,ended,15
12102,KLUSTER JALAN DATARAN WANGSA,2021-10-22,2021-10-24,education,ended,1
12103,KLUSTER JALAN STESEN SENTRAL TIGA,2021-10-22,2021-10-25,workplace,ended,15
12104,KLUSTER JALAN STESEN SENTRAL TIGA,2021-10-22,2021-10-25,workplace,ended,1
12105,KLUSTER ALAB SENAGANG,2021-10-22,2021-10-25,community,ended,13
12106,KLUSTER ALAB SENAGANG,2021-10-22,2021-10-25,community,ended,1
12107,KLUSTER JUASEH,2021-10-22,2021-10-29,education,ended,2
12108,KLUSTER JUASEH,2021-10-22,2021-10-29,education,ended,1
12109,KLUSTER JALAN JAYA LIMA,2021-10-22,2021-10-31,community,ended,7
12110,KLUSTER JALAN JAYA LIMA,2021-10-22,2021-10-31,community,ended,1
12111,KLUSTER LEPANG NENERING,2021-10-22,2021-11-02,religious,ended,9
12112,KLUSTER LEPANG NENERING,2021-10-22,2021-11-02,religious,ended,17
12113,KLUSTER LEPANG NENERING,2021-10-22,2021-11-02,religious,ended,1
12114,KLUSTER INDUSTRI PERSIARAN USAHAWAN TIGA 2,2021-10-22,2021-12-21,workplace,active,11
12115,KLUSTER INDUSTRI PERSIARAN USAHAWAN TIGA 2,2021-10-22,2021-12-21,workplace,active,1
12116,KLUSTER BLOK 03,2021-10-23,2021-10-29,workplace,ended,13
12117,KLUSTER BLOK 03,2021-10-23,2021-10-29,workplace,ended,1
12118,KLUSTER JALAN SENTOL KLUANG,2021-10-23,2021-10-30,workplace,ended,2
12119,KLUSTER JALAN SENTOL KLUANG,2021-10-23,2021-10-30,workplace,ended,1
12120,KLUSTER JALAN LAMA TEBUK MARSO,2021-10-24,2021-10-29,community,ended,11
12121,KLUSTER JALAN LAMA TEBUK MARSO,2021-10-24,2021-10-29,community,ended,1
12122,KLUSTER LADANG JALAN KLUANG,2021-10-24,2021-10-31,workplace,ended,2
12123,KLUSTER LADANG JALAN KLUANG,2021-10-24,2021-10-31,workplace,ended,1
12124,KLUSTER JALAN SUTERA KUNING,2021-10-24,2021-11-03,highRisk,ended,2
12125,KLUSTER JALAN SUTERA KUNING,2021-10-24,2021-11-03,highRisk,ended,1
12126,KLUSTER DAH DAMAI,2021-10-25,2021-10-24,community,ended,3
12127,KLUSTER DAH DAMAI,2021-10-25,2021-10-24,community,ended,1
12128,KLUSTER JALAN PAK MAYONG,2021-10-25,2021-10-24,workplace,ended,4
12129,KLUSTER JALAN PAK MAYONG,2021-10-25,2021-10-24,workplace,ended,1
12130,KLUSTER SRI KOTA PONTIAN,2021-10-25,2021-10-25,workplace,ended,2
12131,KLUSTER SRI KOTA PONTIAN,2021-10-25,2021-10-25,workplace,ended,1
12132,KLUSTER JALAN LATAR PURI,2021-10-25,2021-10-28,workplace,ended,2
12133,KLUSTER JALAN LATAR PURI,2021-10-25,2021-10-28,workplace,ended,1
12134,KLUSTER DAH MERBOK,2021-10-25,2021-11-01,education,ended,3
12135,KLUSTER DAH MERBOK,2021-10-25,2021-11-01,education,ended,8
12136,KLUSTER DAH MERBOK,2021-10-25,2021-11-01,education,ended,1
12137,KLUSTER JALAN LABOHAN,2021-10-25,2021-12-09,education,active,11
12138,KLUSTER JALAN LABOHAN,2021-10-25,2021-12-09,education,active,1
12139,KLUSTER KIMOLOHING,2021-10-26,2021-10-25,community,ended,13
12140,KLUSTER KIMOLOHING,2021-10-26,2021-10-25,community,ended,1
12141,KLUSTER DAH JALAN RAYA,2021-10-26,2021-10-25,workplace,ended,3
12142,KLUSTER DAH JALAN RAYA,2021-10-26,2021-10-25,workplace,ended,1
12143,KLUSTER INDUSTRI JALAN BESI TUJUH,2021-10-26,2021-10-27,workplace,ended,2
12144,KLUSTER INDUSTRI JALAN BESI TUJUH,2021-10-26,2021-10-27,workplace,ended,1
12145,KLUSTER JALAN BACANG TAMPOI,2021-10-26,2021-11-03,workplace,ended,2
12146,KLUSTER JALAN BACANG TAMPOI,2021-10-26,2021-11-03,workplace,ended,1
12147,KLUSTER JALAN SEREMBAN TIGA,2021-10-26,2021-11-08,education,ended,6
12148,KLUSTER JALAN SEREMBAN TIGA,2021-10-26,2021-11-08,education,ended,1
12149,KLUSTER INDUSTRI JALAN TEPI SUNGAI,2021-10-26,2021-11-12,workplace,ended,9
12150,KLUSTER INDUSTRI JALAN TEPI SUNGAI,2021-10-26,2021-11-12,workplace,ended,1
12151,KLUSTER INDUSTRI JALAN ELKAY UTAMA 2,2021-10-26,2021-11-16,workplace,ended,5
12152,KLUSTER INDUSTRI JALAN ELKAY UTAMA 2,2021-10-26,2021-11-16,workplace,ended,1
12153,KLUSTER JALAN DANAU SAUJANA,2021-10-27,2021-10-26,education,ended,15
12154,KLUSTER JALAN DANAU SAUJANA,2021-10-27,2021-10-26,education,ended,1
12155,KLUSTER JALAN KUARI,2021-10-27,2021-10-26,community,ended,4
12156,KLUSTER JALAN KUARI,2021-10-27,2021-10-26,community,ended,1
12157,KLUSTER JALAN TASIK SELATAN TIGA,2021-10-27,2021-10-26,workplace,ended,11
12158,KLUSTER JALAN TASIK SELATAN TIGA,2021-10-27,2021-10-26,workplace,ended,15
12159,KLUSTER JALAN TASIK SELATAN TIGA,2021-10-27,2021-10-26,workplace,ended,1
12160,KLUSTER PERSIARAN BUKIT KIARA,2021-10-27,2021-11-09,workplace,ended,15
12161,KLUSTER PERSIARAN BUKIT KIARA,2021-10-27,2021-11-09,workplace,ended,1
12162,KLUSTER JALAN RAJA MUDA,2021-10-27,2021-11-15,workplace,ended,11
12163,KLUSTER JALAN RAJA MUDA,2021-10-27,2021-11-15,workplace,ended,15
12164,KLUSTER JALAN RAJA MUDA,2021-10-27,2021-11-15,workplace,ended,1
12165,KLUSTER DAH BATU 8,2021-10-27,2021-11-16,workplace,ended,3
12166,KLUSTER DAH BATU 8,2021-10-27,2021-11-16,workplace,ended,1
12167,KLUSTER JALAN BESAR TANJUNG,2021-10-27,2021-11-22,highRisk,ended,9
12168,KLUSTER JALAN BESAR TANJUNG,2021-10-27,2021-11-22,highRisk,ended,1
